month,stock,marketcap,rank,excess_returns
2003-09-30T00:00:00Z,INTC,179,7,-0.038225845
2003-09-30T00:00:00Z,C,234,6,0.049029364
2003-09-30T00:00:00Z,PFE,236,5,0.014574233
2003-09-30T00:00:00Z,XOM,241,4,-0.02997752
2003-09-30T00:00:00Z,WMT,244,3,-0.056909878
2003-09-30T00:00:00Z,GE,299,2,0.013622449
2003-09-30T00:00:00Z,MSFT,300,1,0.047465362
2003-10-31T00:00:00Z,JNJ,149,10,0.01565585
2003-10-31T00:00:00Z,IBM,153,9,0.012321298
2003-10-31T00:00:00Z,AIG,158,8,0.053546561
2003-10-31T00:00:00Z,INTC,215,7,0.196610563
2003-10-31T00:00:00Z,XOM,241,6,-0.00124612
2003-10-31T00:00:00Z,C,244,5,0.048499117
2003-10-31T00:00:00Z,PFE,246,4,0.03945881
2003-10-31T00:00:00Z,WMT,257,3,0.056470305
2003-10-31T00:00:00Z,MSFT,282,2,-0.055236467
2003-10-31T00:00:00Z,GE,291,1,-0.027536219
2003-11-28T00:00:00Z,AIG,151,10,-0.048046279
2003-11-28T00:00:00Z,IBM,155,9,0.012960771
